,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
152,11.1,Blue,olaf,nidalee,leona,taliyah,akali,aatrox,twistedfate,graves,gragas,gnar,gnar,samira,kaisa,orianna,aphelios,alistar,camille,vayne,sett,galio
153,11.1,Red,nidalee,olaf,taliyah,leona,gnar,akali,samira,twistedfate,kaisa,gragas,gragas,lillia,alistar,camille,nautilus,renekton,thresh,galio,ornn,aatrox
154,11.1,Blue,syndra,twistedfate,nidalee,taliyah,jayce,pantheon,olaf,orianna,leona,tristana,tristana,graves,ornn,missfortune,camille,kaisa,lucian,zoe,gnar,vayne
155,11.1,Blue,syndra,taliyah,nidalee,twistedfate,jayce,olaf,leona,graves,galio,orianna,orianna,zoe,ornn,kennen,samira,missfortune,jhin,tristana,gnar,karma
156,11.1,Blue,zoe,orianna,yone,kaisa,nidalee,pantheon,syndra,olaf,jhin,samira,samira,akali,alistar,malphite,galio,leona,sett,ornn,gragas,camille
157,11.1,Blue,orianna,zoe,kaisa,thresh,olaf,nidalee,pantheon,aatrox,samira,jhin,jhin,sejuani,maokai,yone,renekton,alistar,leona,shen,gnar,viktor
158,11.1,Blue,zoe,olaf,yone,aatrox,nidalee,sett,pantheon,graves,leona,galio,galio,ornn,camille,jhin,akali,missfortune,xayah,shen,orianna,syndra
159,11.1,Blue,olaf,akali,ornn,renekton,syndra,aphelios,kaisa,jhin,graves,leona,leona,alistar,yone,camille,irelia,zoe,viktor,gnar,twistedfate,jayce
160,11.1,Blue,olaf,yone,ornn,akali,syndra,pantheon,nidalee,kaisa,graves,thresh,thresh,zoe,irelia,alistar,lucian,leona,sett,renekton,jayce,kennen
161,11.1,Red,syndra,yone,olaf,akali,leona,pantheon,zoe,kaisa,graves,jhin,jhin,ornn,volibear,leblanc,renekton,twistedfate,alistar,galio,aatrox,viktor
162,11.1,Blue,zoe,akali,taliyah,aatrox,pantheon,olaf,kaisa,jhin,alistar,sett,sett,nidalee,orianna,renekton,galio,malphite,viktor,twistedfate,camille,jax
163,11.1,Blue,zoe,akali,taliyah,aatrox,pantheon,camille,kaisa,thresh,aphelios,sett,sett,graves,alistar,ornn,viktor,malphite,galio,orianna,gragas,renekton
164,11.1,Red,akali,zoe,pantheon,olaf,aphelios,kaisa,taliyah,lillia,lucian,jhin,jhin,gragas,viktor,missfortune,syndra,samira,alistar,jayce,leona,xayah
165,11.1,Red,akali,zoe,aphelios,renekton,kaisa,ornn,olaf,pantheon,gragas,leona,leona,missfortune,volibear,alistar,syndra,orianna,viktor,aatrox,leblanc,camille
166,11.1,Red,zoe,samira,renekton,camille,akali,ornn,olaf,graves,leona,kaisa,kaisa,jhin,alistar,leblanc,maokai,gragas,twistedfate,shen,kennen,jayce
167,11.1,Red,zoe,camille,renekton,samira,akali,ornn,graves,olaf,leona,thresh,thresh,orianna,missfortune,gragas,aphelios,kaisa,jhin,xayah,kennen,jayce
168,11.1,Blue,zoe,taliyah,renekton,camille,akali,samira,graves,gragas,olaf,syndra,syndra,kaisa,jhin,orianna,aphelios,ekko,twistedfate,xayah,thresh,kennen
169,11.1,Blue,taliyah,akali,twistedfate,syndra,samira,orianna,nidalee,graves,missfortune,leona,leona,maokai,kalista,ornn,renekton,malphite,viktor,zoe,gnar,wukong
170,11.1,Blue,taliyah,akali,twistedfate,syndra,samira,alistar,nidalee,graves,leona,galio,galio,jhin,kalista,ornn,yone,volibear,renekton,orianna,gnar,viktor
171,11.1,Red,galio,akali,renekton,samira,aatrox,lucian,graves,kaisa,olaf,thresh,thresh,sett,yone,camille,ornn,zoe,orianna,syndra,gragas,irelia
172,11.1,Blue,akali,olaf,yone,graves,lucian,galio,samira,zoe,pantheon,syndra,syndra,kaisa,aatrox,ornn,camille,malphite,maokai,renekton,sejuani,volibear
173,11.1,Red,syndra,samira,akali,taliyah,olaf,kaisa,zoe,jhin,pantheon,graves,graves,orianna,alistar,leona,renekton,sett,aatrox,kennen,thresh,maokai
174,11.1,Red,aatrox,syndra,pantheon,akali,ornn,olaf,samira,alistar,taliyah,orianna,orianna,kaisa,leona,yone,gragas,lucian,renekton,volibear,maokai,galio
175,11.1,Red,syndra,samira,zoe,kaisa,akali,pantheon,jhin,olaf,orianna,galio,galio,missfortune,aatrox,jayce,ornn,thresh,gragas,camille,twistedfate,leona
176,11.1,Red,olaf,graves,aatrox,ornn,renekton,akali,samira,camille,kaisa,jax,jax,lillia,pantheon,galio,taliyah,leona,maokai,orianna,hecarim,viktor
177,11.1,Red,olaf,graves,renekton,ornn,zoe,akali,samira,kaisa,aatrox,pantheon,pantheon,nidalee,kennen,twistedfate,jayce,orianna,galio,syndra,karma,viktor
